loan_amnt,term,int_rate,installment,annual_inc,loan_status
18000.0, 60 months,22.47,501.97,200000.0,Fully Paid
18725.0, 60 months,17.86,474.07,62400.0,Charged Off
25000.0, 60 months,18.92,647.42,125000.0,Fully Paid
13000.0, 36 months,14.47,447.29,57469.0,Fully Paid
21000.0, 60 months,15.22,502.02,180000.0,Fully Paid
8500.0, 36 months,9.67,272.96,97000.0,Fully Paid
21000.0, 36 months,13.68,714.48,55598.0,Fully Paid
12000.0, 36 months,15.31,417.81,36500.0,Fully Paid
20000.0, 36 months,9.99,645.25,135000.0,Fully Paid
14125.0, 36 months,13.11,476.68,82000.0,Fully Paid
20000.0, 36 months,17.14,714.45,109000.0,Fully Paid
8000.0, 60 months,7.14,158.94,70500.0,Fully Paid
12000.0, 36 months,13.35,406.36,42000.0,Fully Paid
7000.0, 36 months,10.99,229.14,70000.0,Fully Paid
15400.0, 36 months,11.99,511.43,96000.0,Fully Paid
15000.0, 36 months,10.99,491.01,62168.75,Fully Paid
21000.0, 36 months,19.52,775.31,86561.0,Charged Off
10000.0, 36 months,13.33,338.54,75000.0,Charged Off
11000.0, 36 months,12.12,365.99,36344.0,Fully Paid
8000.0, 36 months,7.9,250.33,50000.0,Charged Off
15000.0, 36 months,9.67,481.69,75325.0,Fully Paid
24000.0, 36 months,8.39,756.4,84312.0,Fully Paid
10000.0, 36 months,9.67,321.13,72000.0,Fully Paid
10800.0, 36 months,7.9,337.94,35000.0,Fully Paid
12000.0, 60 months,16.99,298.17,90000.0,Fully Paid
10000.0, 36 months,11.99,332.1,192000.0,Fully Paid
20000.0, 36 months,7.89,625.72,58000.0,Fully Paid
10325.0, 60 months,22.99,291.01,43000.0,Fully Paid
10000.0, 36 months,22.45,384.24,270000.0,Fully Paid
9450.0, 36 months,16.78,335.89,75000.0,Fully Paid
9000.0, 36 months,7.89,281.58,43000.0,Fully Paid
8475.0, 36 months,12.12,281.98,36000.0,Fully Paid
14400.0, 36 months,10.99,471.37,68000.0,Charged Off
30750.0, 60 months,21.18,835.01,70000.0,Fully Paid
8000.0, 36 months,13.65,272.07,40000.0,Fully Paid
21075.0, 60 months,24.11,607.64,47923.2,Charged Off
21000.0, 60 months,22.4,584.79,83000.0,Charged Off
16000.0, 36 months,7.66,498.88,98004.0,Fully Paid
19200.0, 60 months,14.31,449.85,70000.0,Fully Paid
20000.0, 60 months,25.89,597.51,110000.0,Fully Paid
7200.0, 36 months,16.29,254.17,30000.0,Fully Paid
15000.0, 60 months,16.99,372.71,75000.0,Charged Off
24575.0, 36 months,11.14,806.19,56000.0,Fully Paid
10625.0, 36 months,17.56,381.78,54000.0,Charged Off
5550.0, 36 months,18.99,203.42,41000.0,Fully Paid
4525.0, 60 months,15.28,108.32,48000.0,Fully Paid
15000.0, 36 months,16.29,529.51,52000.0,Fully Paid
6000.0, 36 months,10.49,194.99,72000.0,Fully Paid
5000.0, 36 months,8.9,158.77,36000.0,Fully Paid
4800.0, 36 months,9.17,153.02,140000.0,Fully Paid
24250.0, 36 months,16.29,856.04,64289.16,Fully Paid
35000.0, 36 months,17.57,1257.8,115000.0,Fully Paid
5000.0, 36 months,12.35,166.91,40000.0,Fully Paid
8400.0, 36 months,22.15,321.46,120000.0,Fully Paid
11000.0, 36 months,13.49,373.24,34500.0,Fully Paid
15000.0, 36 months,14.35,515.22,56000.0,Fully Paid
24000.0, 36 months,11.99,797.03,96900.0,Fully Paid
10725.0, 36 months,18.25,389.09,65000.0,Charged Off
35000.0, 60 months,23.13,989.29,167000.0,Fully Paid
9600.0, 36 months,11.49,316.53,126000.0,Fully Paid
35000.0, 36 months,17.27,1252.56,101000.0,Charged Off
14775.0, 36 months,10.99,483.65,33600.0,Fully Paid
21100.0, 60 months,15.61,508.75,60000.0,Charged Off
9975.0, 36 months,15.31,347.31,66000.0,Fully Paid
4700.0, 36 months,12.12,156.38,61000.0,Fully Paid
7000.0, 36 months,11.99,232.47,44000.0,Fully Paid
9000.0, 36 months,8.18,282.78,46000.0,Fully Paid
30000.0, 36 months,12.99,1010.68,115000.0,Fully Paid
10000.0, 36 months,10.99,327.34,54000.0,Fully Paid
21000.0, 60 months,17.27,524.96,120000.0,Fully Paid
5375.0, 36 months,6.03,163.6,20500.0,Fully Paid
10400.0, 36 months,15.31,362.11,44000.0,Fully Paid
10000.0, 36 months,20.62,374.81,185000.0,Fully Paid
14000.0, 36 months,17.27,501.03,50000.0,Fully Paid
17600.0, 36 months,15.59,615.21,58000.0,Fully Paid
9000.0, 36 months,6.62,276.34,115000.0,Fully Paid
15000.0, 36 months,12.18,499.5,52000.0,Fully Paid
24700.0, 36 months,25.89,993.74,90220.0,Charged Off
3000.0, 36 months,10.99,98.21,85000.0,Fully Paid
5000.0, 36 months,12.99,168.45,56000.0,Fully Paid
15000.0, 36 months,13.11,506.21,111000.0,Fully Paid
12000.0, 36 months,15.31,417.81,76000.0,Fully Paid
4750.0, 36 months,20.99,178.94,34500.0,Charged Off
7000.0, 36 months,13.05,236.03,53000.0,Fully Paid
25000.0, 60 months,21.0,676.34,62000.0,Fully Paid
12125.0, 36 months,15.31,422.17,38000.0,Charged Off
10000.0, 36 months,6.99,308.73,120000.0,Fully Paid
10000.0, 36 months,11.67,330.57,40000.0,Fully Paid
15000.0, 36 months,6.62,460.56,50000.0,Fully Paid
20000.0, 36 months,15.31,696.35,52000.0,Fully Paid
10000.0, 36 months,14.33,343.39,41000.0,Fully Paid
11200.0, 36 months,10.16,362.24,83000.0,Fully Paid
7000.0, 36 months,9.76,225.09,27600.0,Fully Paid
12000.0, 36 months,18.55,437.15,45000.0,Fully Paid
6800.0, 36 months,11.55,224.4,71000.0,Fully Paid
3000.0, 36 months,12.21,99.95,28320.0,Fully Paid
27700.0, 36 months,16.99,987.45,66000.0,Fully Paid
14400.0, 60 months,13.98,334.92,101000.0,Charged Off
3500.0, 36 months,6.62,107.47,86000.0,Fully Paid
9000.0, 36 months,5.99,273.76,64000.0,Fully Paid
9600.0, 36 months,7.12,296.95,60000.0,Fully Paid
10000.0, 60 months,11.53,220.08,65000.0,Fully Paid
12000.0, 60 months,13.67,277.18,61800.0,Fully Paid
12000.0, 36 months,7.89,375.43,50000.0,Fully Paid
19425.0, 36 months,12.12,646.31,45000.0,Fully Paid
6725.0, 36 months,7.9,210.43,36000.0,Fully Paid
22250.0, 60 months,17.57,559.82,53000.0,Fully Paid
15000.0, 60 months,14.49,352.85,79300.0,Fully Paid
14400.0, 60 months,7.39,287.8,80000.0,Fully Paid
12000.0, 36 months,11.55,396.0,85000.0,Fully Paid
8700.0, 36 months,7.39,270.19,69000.0,Fully Paid
3000.0, 36 months,6.39,91.81,55000.0,Fully Paid
5000.0, 36 months,16.99,178.24,52000.0,Fully Paid
7000.0, 36 months,11.99,232.47,95000.0,Fully Paid
3300.0, 36 months,14.49,113.58,33000.0,Fully Paid
14550.0, 36 months,11.67,480.98,50000.0,Charged Off
22000.0, 60 months,14.49,517.51,50000.0,Fully Paid
8000.0, 36 months,17.27,286.3,40000.0,Charged Off
12000.0, 60 months,19.42,314.07,60000.0,Charged Off
20000.0, 36 months,6.03,608.72,94000.0,Fully Paid
10000.0, 36 months,10.99,327.34,42000.0,Fully Paid
15000.0, 36 months,12.35,500.73,85000.0,Fully Paid
12000.0, 36 months,7.62,373.94,60000.0,Fully Paid
28000.0, 60 months,14.98,665.83,75000.0,Fully Paid
4500.0, 36 months,12.69,150.96,34000.0,Fully Paid
20000.0, 60 months,12.85,453.53,91000.0,Fully Paid
15000.0, 36 months,12.99,505.34,70000.0,Fully Paid
16000.0, 36 months,13.23,540.88,35004.0,Fully Paid
16000.0, 36 months,7.89,500.58,136000.0,Fully Paid
14125.0, 36 months,14.27,484.62,46000.0,Fully Paid
9925.0, 36 months,16.99,353.81,102900.0,Charged Off
19350.0, 60 months,26.24,582.11,72000.0,Fully Paid
20000.0, 36 months,11.71,661.52,125000.0,Fully Paid
31200.0, 60 months,12.49,701.78,95000.0,Charged Off
12000.0, 36 months,13.06,404.68,73000.0,Fully Paid
22075.0, 36 months,16.99,786.93,70000.0,Charged Off
7000.0, 36 months,7.66,218.26,250000.0,Charged Off
4000.0, 36 months,7.14,123.77,47004.0,Fully Paid
12000.0, 60 months,15.61,289.34,80000.0,Fully Paid
8000.0, 36 months,9.91,257.8,30000.0,Charged Off
20000.0, 36 months,14.09,684.43,88000.0,Fully Paid
16000.0, 60 months,12.29,358.27,107000.0,Fully Paid
10500.0, 36 months,13.99,358.82,110000.0,Fully Paid
20000.0, 36 months,15.61,699.3,88000.0,Fully Paid
35000.0, 36 months,12.99,1179.12,208000.0,Fully Paid
10000.0, 36 months,8.9,317.54,45000.0,Fully Paid
10000.0, 36 months,8.18,314.2,75509.0,Fully Paid
6000.0, 36 months,9.71,192.79,23000.0,Fully Paid
10100.0, 36 months,8.49,318.79,100000.0,Fully Paid
9600.0, 36 months,12.49,321.11,90000.0,Charged Off
14000.0, 36 months,6.62,429.86,210000.0,Fully Paid
10000.0, 36 months,15.8,350.59,52000.0,Fully Paid
8700.0, 36 months,8.9,276.26,85000.0,Fully Paid
12000.0, 36 months,17.1,428.44,50000.0,Fully Paid
12000.0, 60 months,20.49,321.21,38000.0,Fully Paid
4000.0, 36 months,10.16,129.37,35000.0,Fully Paid
8000.0, 36 months,7.9,250.33,82000.0,Fully Paid
12000.0, 36 months,6.99,370.48,100000.0,Fully Paid
1200.0, 36 months,18.99,43.99,32000.0,Charged Off
28000.0, 60 months,16.2,683.89,65000.0,Fully Paid
10700.0, 36 months,12.99,360.48,50000.0,Fully Paid
18125.0, 60 months,15.61,437.02,80000.0,Fully Paid
4000.0, 36 months,16.78,142.18,30000.0,Charged Off
1450.0, 36 months,11.99,48.16,30000.0,Fully Paid
10000.0, 36 months,6.03,304.36,102000.0,Fully Paid
12000.0, 36 months,11.44,395.37,58000.0,Charged Off
9600.0, 60 months,23.63,274.12,39000.0,Charged Off
10000.0, 36 months,13.33,338.54,62000.0,Fully Paid
5600.0, 36 months,7.9,175.23,25000.0,Fully Paid
20725.0, 60 months,21.99,572.29,52000.0,Fully Paid
14000.0, 60 months,13.44,321.71,52000.0,Fully Paid
10000.0, 36 months,8.9,317.54,60000.0,Fully Paid
25000.0, 36 months,20.31,933.05,160000.0,Charged Off
1500.0, 36 months,13.99,51.26,34000.0,Charged Off
21200.0, 36 months,12.42,708.41,60000.0,Charged Off
5400.0, 36 months,8.39,170.19,79000.0,Fully Paid
10900.0, 36 months,18.25,395.43,75000.0,Fully Paid
6500.0, 36 months,16.49,230.1,45000.0,Charged Off
5000.0, 36 months,12.39,167.01,65000.0,Charged Off
11200.0, 60 months,23.1,316.38,99000.0,Fully Paid
10000.0, 36 months,7.51,311.11,55000.0,Fully Paid
9600.0, 36 months,13.99,328.06,36400.0,Fully Paid
12000.0, 60 months,13.33,275.07,95000.0,Fully Paid
20000.0, 60 months,15.59,482.02,62000.0,Fully Paid
16000.0, 60 months,15.61,385.79,55000.0,Charged Off
12000.0, 36 months,17.27,429.45,60000.0,Fully Paid
8000.0, 36 months,14.65,275.96,100000.0,Charged Off
7000.0, 36 months,7.14,216.59,93000.0,Fully Paid
20000.0, 36 months,10.49,649.96,92000.0,Fully Paid
16000.0, 36 months,11.67,528.92,45000.0,Fully Paid
10000.0, 36 months,13.35,338.63,75000.0,Fully Paid
16000.0, 36 months,7.89,500.58,110000.0,Fully Paid
10000.0, 36 months,5.93,303.91,46000.0,Fully Paid
12000.0, 60 months,25.83,358.08,60000.0,Fully Paid
6000.0, 36 months,8.39,189.1,14260.0,Fully Paid
25000.0, 36 months,6.49,766.12,100000.0,Fully Paid
5600.0, 36 months,7.9,175.23,134000.0,Fully Paid
2000.0, 36 months,11.49,65.95,132000.0,Fully Paid
17900.0, 60 months,13.99,416.41,35800.0,Fully Paid
30000.0, 60 months,23.13,847.96,63000.0,Fully Paid
18000.0, 36 months,11.67,595.03,124440.0,Fully Paid
20400.0, 60 months,13.99,474.57,85000.0,Fully Paid
15000.0, 60 months,12.29,335.87,52000.0,Fully Paid
16000.0, 36 months,12.12,532.35,54000.0,Fully Paid
5000.0, 36 months,14.98,173.28,33565.0,Charged Off
4200.0, 36 months,13.35,142.23,25000.0,Charged Off
13000.0, 36 months,18.49,473.19,36000.0,Fully Paid
12000.0, 36 months,15.61,419.58,87000.0,Fully Paid
25000.0, 60 months,10.99,543.44,60000.0,Fully Paid
4500.0, 36 months,8.63,142.33,10000.0,Fully Paid
14000.0, 60 months,13.11,319.34,87000.0,Charged Off
13000.0, 36 months,8.39,409.72,66034.0,Fully Paid
9000.0, 36 months,11.44,296.53,63000.0,Fully Paid
12000.0, 36 months,13.35,406.36,280000.0,Fully Paid
5000.0, 36 months,12.69,167.73,40000.0,Fully Paid
20000.0, 36 months,12.49,668.98,60000.0,Fully Paid
8225.0, 36 months,15.31,286.38,80000.0,Fully Paid
3200.0, 36 months,17.57,115.0,40000.0,Fully Paid
19000.0, 60 months,7.49,380.64,116140.0,Fully Paid
4800.0, 36 months,6.68,147.51,40000.0,Fully Paid
15000.0, 36 months,10.16,485.14,100000.0,Fully Paid
3000.0, 60 months,17.19,74.87,30500.0,Fully Paid
20400.0, 60 months,17.14,508.53,70000.0,Fully Paid
6625.0, 36 months,18.49,241.15,31000.0,Fully Paid
6400.0, 36 months,13.33,216.66,25000.0,Fully Paid
11000.0, 60 months,25.57,326.56,39524.0,Charged Off
15000.0, 36 months,23.99,588.42,77000.0,Charged Off
10000.0, 36 months,11.99,332.1,75000.0,Fully Paid
19600.0, 60 months,9.25,409.25,80000.0,Fully Paid
21600.0, 60 months,16.29,528.61,49500.0,Charged Off
6325.0, 36 months,21.0,238.3,200000.0,Fully Paid
20000.0, 36 months,7.49,622.04,70000.0,Fully Paid
6500.0, 36 months,8.18,204.23,70000.0,Fully Paid
13000.0, 36 months,7.69,405.52,175000.0,Fully Paid
12000.0, 36 months,11.44,395.37,60000.0,Charged Off
35000.0, 60 months,16.29,856.54,175000.0,Fully Paid
19125.0, 60 months,15.88,463.87,42500.0,Fully Paid
10000.0, 36 months,13.67,340.18,30000.0,Fully Paid
7000.0, 36 months,12.99,235.83,85000.0,Fully Paid
12000.0, 60 months,17.14,299.14,65000.0,Fully Paid
15000.0, 60 months,13.44,344.69,58000.0,Fully Paid
24000.0, 60 months,14.85,569.08,71000.0,Fully Paid
27000.0, 60 months,10.99,586.92,128000.0,Fully Paid
7200.0, 36 months,11.67,238.01,26000.0,Fully Paid
9000.0, 36 months,17.57,323.44,25000.0,Charged Off
8000.0, 36 months,7.62,249.3,61000.0,Fully Paid
16000.0, 60 months,20.49,428.28,55000.0,Fully Paid
15000.0, 36 months,11.22,492.65,75000.0,Fully Paid
15000.0, 36 months,16.49,531.0,44400.0,Fully Paid
9600.0, 36 months,7.9,300.39,61000.0,Fully Paid
7000.0, 36 months,14.99,242.63,45000.0,Fully Paid
24000.0, 36 months,10.99,785.62,80000.0,Fully Paid
10000.0, 36 months,12.29,333.53,70000.0,Fully Paid
10000.0, 36 months,18.75,365.3,65000.0,Fully Paid
10000.0, 36 months,6.03,304.36,72000.0,Fully Paid
15000.0, 36 months,11.58,495.21,72000.0,Charged Off
12500.0, 60 months,23.1,353.1,87000.0,Fully Paid
24000.0, 60 months,6.97,474.89,104000.0,Fully Paid
6000.0, 36 months,12.49,200.7,75000.0,Fully Paid
20000.0, 60 months,15.61,482.23,56000.0,Charged Off
12875.0, 36 months,12.99,433.75,45000.0,Fully Paid
20000.0, 60 months,21.98,552.16,95000.0,Fully Paid
10000.0, 36 months,15.99,351.53,140000.0,Fully Paid
28000.0, 36 months,14.47,963.38,112000.0,Fully Paid
8000.0, 36 months,11.55,264.0,50000.0,Fully Paid
5000.0, 36 months,5.32,150.58,69500.0,Fully Paid
15000.0, 36 months,20.31,559.83,70000.0,Fully Paid
12000.0, 36 months,10.74,391.39,150000.0,Fully Paid
28000.0, 36 months,7.62,872.52,145986.62,Fully Paid
27875.0, 60 months,24.5,810.02,82000.0,Fully Paid
24000.0, 36 months,15.31,835.62,95000.0,Fully Paid
16000.0, 60 months,12.99,363.97,92000.0,Fully Paid
35000.0, 60 months,18.99,907.73,87000.0,Fully Paid
20000.0, 36 months,8.9,635.07,75000.0,Fully Paid
8000.0, 36 months,8.9,254.03,78000.0,Charged Off
5700.0, 36 months,7.49,177.28,11476.0,Fully Paid
16000.0, 60 months,15.61,385.79,100000.0,Charged Off
5550.0, 36 months,17.27,198.62,52000.0,Fully Paid
12000.0, 36 months,10.16,388.11,110000.0,Charged Off
11000.0, 36 months,7.49,342.12,57000.0,Fully Paid
5000.0, 36 months,15.62,174.85,65000.0,Charged Off
6700.0, 36 months,14.16,229.52,24500.0,Charged Off
7000.0, 36 months,11.99,232.47,48000.0,Fully Paid
17950.0, 36 months,13.11,605.76,54000.0,Fully Paid
15000.0, 36 months,15.31,522.26,60000.0,Fully Paid
7550.0, 36 months,27.49,310.22,72000.0,Charged Off
7000.0, 36 months,10.16,226.4,28000.0,Fully Paid
7200.0, 36 months,8.39,226.92,65000.0,Charged Off
5000.0, 36 months,19.99,185.8,30000.0,Fully Paid
12200.0, 36 months,8.19,383.38,57500.0,Fully Paid
18000.0, 36 months,12.49,602.08,120000.0,Fully Paid
16000.0, 36 months,6.62,491.26,55000.0,Fully Paid
10000.0, 36 months,12.49,334.49,33000.0,Charged Off
20000.0, 36 months,9.17,637.58,60000.0,Fully Paid
1900.0, 36 months,11.14,62.33,20000.0,Fully Paid
20000.0, 36 months,6.03,608.72,83285.0,Fully Paid
12000.0, 36 months,12.61,402.08,63996.0,Fully Paid
30000.0, 60 months,13.18,685.36,90000.0,Fully Paid
4000.0, 36 months,11.99,132.84,28000.0,Fully Paid
3600.0, 36 months,6.89,110.98,33500.0,Fully Paid
7975.0, 36 months,16.29,281.53,22300.0,Charged Off
10000.0, 36 months,6.24,305.31,130000.0,Fully Paid
24000.0, 36 months,10.64,781.65,70000.0,Fully Paid
8000.0, 36 months,16.2,282.05,60000.0,Fully Paid
15000.0, 36 months,14.47,516.1,190000.0,Fully Paid
10600.0, 60 months,15.61,255.59,62000.0,Fully Paid
12000.0, 36 months,12.05,398.86,75000.0,Fully Paid
14900.0, 36 months,6.62,457.49,120000.0,Fully Paid
28000.0, 60 months,17.99,710.87,90000.0,Fully Paid
6000.0, 36 months,12.49,200.7,49000.0,Fully Paid
6500.0, 36 months,7.9,203.39,27200.0,Fully Paid
18000.0, 60 months,14.64,424.83,104500.0,Charged Off
25000.0, 60 months,19.52,655.69,90000.0,Charged Off
25000.0, 60 months,13.23,571.78,300000.0,Fully Paid
10000.0, 36 months,12.12,332.72,45000.0,Fully Paid
14000.0, 36 months,13.67,476.25,66000.0,Fully Paid
9450.0, 36 months,17.27,338.19,39000.0,Fully Paid
20000.0, 36 months,7.9,625.81,70075.0,Fully Paid
25000.0, 60 months,20.49,669.19,80000.0,Fully Paid
16000.0, 60 months,15.88,388.07,73000.0,Fully Paid
10600.0, 36 months,12.99,357.11,110000.0,Fully Paid
18000.0, 60 months,18.55,462.49,70000.0,Fully Paid
16000.0, 60 months,13.99,372.21,100000.0,Fully Paid
12000.0, 36 months,6.62,368.45,65000.0,Fully Paid
16000.0, 60 months,15.27,382.92,55536.0,Charged Off
16000.0, 60 months,15.8,387.4,122000.0,Fully Paid
18000.0, 36 months,7.49,559.83,91000.0,Fully Paid
6700.0, 36 months,15.99,235.52,36000.0,Fully Paid
3600.0, 36 months,16.29,127.09,54000.0,Charged Off
2000.0, 36 months,13.99,68.35,50000.0,Fully Paid
17475.0, 36 months,19.72,646.95,65000.0,Fully Paid
6000.0, 36 months,11.99,199.26,43000.0,Fully Paid
30000.0, 36 months,8.9,952.6,165000.0,Fully Paid
4200.0, 36 months,14.65,144.88,60000.0,Fully Paid
35000.0, 60 months,21.98,966.27,89000.0,Charged Off
5000.0, 36 months,8.59,158.05,65000.0,Fully Paid
20000.0, 60 months,13.66,461.85,90000.0,Fully Paid
6000.0, 36 months,10.99,196.41,48750.0,Fully Paid
4500.0, 36 months,14.33,154.53,56000.0,Fully Paid
4500.0, 36 months,16.99,160.42,43500.0,Charged Off
22400.0, 60 months,17.86,567.11,80000.0,Charged Off
4500.0, 36 months,14.65,155.23,50000.0,Fully Paid
6400.0, 36 months,15.61,223.78,24000.0,Fully Paid
12000.0, 36 months,11.14,393.67,95000.0,Fully Paid
15000.0, 36 months,17.27,536.81,54000.0,Charged Off
11000.0, 60 months,17.58,276.83,60000.0,Charged Off
14000.0, 60 months,19.03,363.4,38000.0,Fully Paid
12000.0, 36 months,5.32,361.38,66000.0,Fully Paid
22000.0, 60 months,21.99,607.5,55000.0,Charged Off
30000.0, 36 months,13.49,1017.92,110000.0,Fully Paid
5400.0, 36 months,8.18,169.67,80000.0,Fully Paid
15600.0, 60 months,12.99,354.87,55000.0,Charged Off
7200.0, 60 months,21.0,194.79,84000.0,Fully Paid
6525.0, 36 months,18.92,238.92,75000.0,Fully Paid
20000.0, 60 months,20.2,532.11,77000.0,Fully Paid
10000.0, 36 months,14.64,344.9,40000.0,Fully Paid
10625.0, 60 months,17.57,267.33,25400.0,Fully Paid
12000.0, 60 months,21.6,328.71,68500.0,Charged Off
10850.0, 36 months,12.69,363.97,56825.0,Fully Paid
35000.0, 36 months,9.17,1115.77,225000.0,Fully Paid
6400.0, 36 months,17.86,230.93,20000.0,Charged Off
15000.0, 60 months,14.98,356.7,47000.0,Charged Off
5000.0, 36 months,12.99,168.45,44000.0,Fully Paid
20000.0, 36 months,8.18,628.39,100000.0,Fully Paid
28000.0, 36 months,12.99,943.3,120000.0,Fully Paid
10000.0, 36 months,10.99,327.34,90000.0,Fully Paid
30000.0, 36 months,18.75,1095.9,128000.0,Fully Paid
22000.0, 36 months,7.69,686.26,80000.0,Fully Paid
9000.0, 36 months,6.24,274.78,48000.0,Fully Paid
6400.0, 36 months,10.99,209.5,50000.0,Fully Paid
28000.0, 60 months,16.55,689.12,121000.0,Fully Paid
28000.0, 60 months,17.57,704.49,210000.0,Fully Paid
7000.0, 36 months,17.27,250.52,150000.0,Fully Paid
6500.0, 36 months,11.99,215.87,72000.0,Fully Paid
30000.0, 60 months,26.57,908.37,104000.0,Charged Off
18500.0, 36 months,17.56,664.75,60000.0,Fully Paid
19975.0, 36 months,10.16,646.04,115000.0,Fully Paid
28000.0, 36 months,11.14,918.55,150000.0,Fully Paid
22000.0, 60 months,16.29,538.4,93000.0,Fully Paid
3600.0, 36 months,16.99,128.34,73000.0,Fully Paid
10000.0, 36 months,8.94,317.72,88000.0,Fully Paid
12000.0, 36 months,7.89,375.43,87900.0,Fully Paid
3200.0, 36 months,10.99,104.75,26520.0,Fully Paid
25000.0, 60 months,9.99,531.06,74000.0,Fully Paid
7000.0, 36 months,9.62,224.63,53800.0,Fully Paid
15350.0, 36 months,22.15,587.42,54000.0,Fully Paid
4750.0, 36 months,15.1,164.9,16404.0,Fully Paid
8000.0, 36 months,13.11,269.98,95000.0,Charged Off
10500.0, 36 months,12.49,351.22,84500.0,Fully Paid
9000.0, 36 months,12.12,299.45,48000.0,Fully Paid
23150.0, 60 months,19.19,602.95,57888.0,Fully Paid
8500.0, 36 months,6.62,260.99,125000.0,Fully Paid
2000.0, 36 months,14.35,68.7,24000.0,Fully Paid
12000.0, 36 months,12.12,399.26,63000.0,Fully Paid
15000.0, 36 months,19.22,551.52,52431.0,Fully Paid
15000.0, 36 months,10.99,491.01,48000.0,Fully Paid
25000.0, 36 months,5.32,752.87,100000.0,Fully Paid
24200.0, 36 months,7.69,754.89,75000.0,Fully Paid
20000.0, 60 months,23.28,567.04,59857.0,Fully Paid
10450.0, 60 months,16.49,256.86,30000.0,Fully Paid
5000.0, 36 months,11.99,166.05,72000.0,Fully Paid
2000.0, 36 months,12.99,67.38,80000.0,Fully Paid
3000.0, 36 months,14.33,103.02,59000.0,Fully Paid
2500.0, 60 months,15.31,59.89,60000.0,Fully Paid
28000.0, 36 months,13.11,944.92,200000.0,Charged Off
16000.0, 60 months,13.18,365.53,60000.0,Charged Off
4000.0, 36 months,11.48,131.88,45204.0,Fully Paid
6000.0, 36 months,10.38,194.68,55000.0,Fully Paid
11500.0, 60 months,18.92,297.82,29000.0,Charged Off
7000.0, 36 months,12.35,233.68,60000.0,Fully Paid
6250.0, 36 months,14.33,214.62,50000.0,Fully Paid
6000.0, 36 months,16.78,213.26,60000.0,Fully Paid
17050.0, 36 months,12.99,574.4,74000.0,Fully Paid
4500.0, 36 months,21.98,171.82,28000.0,Fully Paid
10000.0, 36 months,6.62,307.04,66000.0,Fully Paid
11500.0, 36 months,15.31,400.4,95000.0,Fully Paid
35000.0, 60 months,17.86,886.11,125000.0,Fully Paid
18000.0, 36 months,10.99,589.22,60000.0,Fully Paid
35000.0, 36 months,14.16,1198.94,88000.0,Charged Off
11325.0, 60 months,19.22,295.15,30000.0,Fully Paid
20000.0, 36 months,6.68,614.62,65000.0,Charged Off
12750.0, 36 months,11.99,423.43,50000.0,Fully Paid
8500.0, 36 months,12.12,282.81,25800.0,Fully Paid
5000.0, 36 months,10.74,163.08,26400.0,Charged Off
6000.0, 36 months,9.76,192.93,40000.0,Fully Paid
9600.0, 36 months,13.99,328.06,157000.0,Fully Paid
35000.0, 60 months,20.99,946.68,175000.0,Charged Off
18000.0, 36 months,10.15,582.08,169000.0,Fully Paid
24000.0, 36 months,11.67,793.37,180000.0,Fully Paid
12000.0, 36 months,5.32,361.38,150000.0,Fully Paid
11200.0, 36 months,6.03,340.88,60610.0,Fully Paid
7000.0, 36 months,11.14,229.64,85000.0,Fully Paid
19825.0, 36 months,15.31,690.26,326000.0,Fully Paid
6600.0, 36 months,11.99,219.19,44000.0,Fully Paid
9500.0, 36 months,13.11,320.6,50000.0,Fully Paid
7500.0, 36 months,12.69,251.59,15600.0,Charged Off
13000.0, 36 months,14.65,448.43,72000.0,Fully Paid
5000.0, 36 months,12.29,166.77,87600.0,Fully Paid
6025.0, 36 months,10.99,197.23,64000.0,Fully Paid
6500.0, 36 months,17.56,233.56,81600.0,Fully Paid
27050.0, 60 months,10.65,583.43,72000.0,Fully Paid
15000.0, 36 months,9.99,483.94,80000.0,Fully Paid
12000.0, 36 months,6.49,367.74,41000.0,Fully Paid
7000.0, 36 months,11.99,232.47,52000.0,Fully Paid
6000.0, 36 months,15.8,210.36,65000.0,Fully Paid
20000.0, 36 months,7.49,622.04,80000.0,Fully Paid
24000.0, 36 months,10.62,781.44,320000.0,Charged Off
28000.0, 60 months,15.31,670.69,140000.0,Fully Paid
6000.0, 36 months,14.84,207.53,33000.0,Fully Paid
17500.0, 36 months,13.11,590.58,45000.0,Fully Paid
35000.0, 60 months,14.98,832.29,100000.0,Fully Paid
2400.0, 36 months,12.69,80.51,68000.0,Fully Paid
5000.0, 36 months,9.8,160.87,35000.0,Fully Paid
26500.0, 36 months,11.14,869.34,60000.0,Fully Paid
5150.0, 36 months,14.99,178.51,40000.0,Fully Paid
35000.0, 36 months,17.27,1252.56,90000.0,Charged Off
19175.0, 60 months,14.65,452.66,50000.0,Fully Paid
11500.0, 36 months,14.09,393.55,43680.0,Fully Paid
18000.0, 60 months,15.41,432.11,40000.0,Fully Paid
35000.0, 60 months,16.78,865.71,240000.0,Charged Off
20000.0, 36 months,14.26,686.12,90000.0,Charged Off
28000.0, 36 months,9.17,892.61,95000.0,Fully Paid
6000.0, 36 months,18.25,217.67,75000.0,Fully Paid
10000.0, 36 months,6.62,307.04,109000.0,Fully Paid
21000.0, 36 months,15.31,731.17,100000.0,Fully Paid
21000.0, 60 months,19.19,546.95,50000.0,Fully Paid
17000.0, 36 months,16.29,600.11,59000.0,Charged Off
16425.0, 36 months,20.49,614.53,37500.0,Charged Off
